SHE,0,YVR,0
SJW,0,CTU,0
SJW,0,HRB,0
SJW,0,KWL,0
SPN,0,CAN,0
SPN,0,PVG,0
SWA,0,CKG,0
SYD,0,CKG,0
SYX,0,CKG,0
SYX,0,CTU,0
SYX,0,KWE,0
SYX,0,KWL,0
SYX,0,MIG,0
SYX,0,NGB,0
SYX,0,NKG,0
SYX,0,TNA,0
SYX,0,WNZ,0
SYX,0,YBP,0
SZX,0,CKG,0
SZX,0,CTU,0
SZX,0,WXN,0
TAO,0,CTU,0
TAO,0,KMG,0
TNA,0,CGQ,0
TNA,0,CKG,0
TNA,0,CTU,0
TNA,0,DLC,0
TNA,0,HRB,0
TNA,0,KMG,0
TNA,0,SYX,0
TNA,0,XIY,0
TPE,0,KMG,0
TSA,0,CKG,0
TSA,0,CTU,0
TSN,0,CGQ,0
TSN,0,CKG,0
TSN,0,CTU,0
TSN,0,HGH,0
TSN,0,HRB,0
TSN,0,LHW,0
TVS,0,TYN,0
TYN,0,CKG,0
TYN,0,CTU,0
TYN,0,DAT,0
TYN,0,HGH,0
TYN,0,SHE,0
TYN,0,TVS,0
URC,0,CGO,0
URC,0,CKG,0
URC,0,CTU,0
URC,0,KHG,0
URC,0,XIY,0
UYN,0,XIY,0
WNZ,0,CSX,0
WNZ,0,CTU,0
WNZ,0,HRB,0
WNZ,0,KWE,0
WNZ,0,SYX,0
WUH,0,CKG,0
WUH,0,CTU,0
WUH,0,HRB,0
WUH,0,JJN,0
WUH,0,NNG,0
WUH,0,NTG,0
WUX,0,CKG,0
WUX,0,CTU,0
WXN,0,CTU,0
WXN,0,KMG,0
WXN,0,PEK,0
WXN,0,SZX,0
XIC,0,CTU,0
XIY,0,BHY,0
XIY,0,CKG,0
XIY,0,CTU,0
XIY,0,FOC,0
XIY,0,GXH,0
XIY,0,HRB,0
XIY,0,KMG,0
XIY,0,LXA,0
XIY,0,LYI,0
XIY,0,TNA,0
XIY,0,URC,0
XIY,0,UYN,0
XIY,0,XMN,0
XIY,0,XNN,0
XIY,0,YBP,0
XMN,0,CSX,0
XMN,0,CTU,0
XMN,0,CZX,0
XMN,0,KMG,0
XMN,0,KOW,0
XMN,0,XIY,0
XNN,0,CKG,0
XNN,0,CTU,0
XNN,0,LXA,0
XNN,0,MIG,0
XNN,0,XIY,0
XNN,0,ZHY,0
XUZ,0,CTU,0
XUZ,0,DLC,0
XUZ,0,HRB,0
XUZ,0,KMG,0
XUZ,0,KWE,0
XUZ,0,SHE,0
YBP,0,SYX,0
YBP,0,XIY,0
YIH,0,CKG,0
YIH,0,CTU,0
YIH,0,HKG,0
YTY,0,CTU,0
YVR,0,SHE,0
ZHA,0,CKG,0
ZHA,0,HKG,0
ZHY,0,PEK,0
ZHY,0,XNN,0
ZUH,0,CZX,0
ZUH,0,HAK,0
LAS,0,LAX,0
LAX,0,LAS,0
CAI,0,TLV,0
TLV,0,CAI,0
MCG,0,NIB,0
MCG,0,TCT,0
NIB,0,MCG,0
TCT,0,TLJ,0
TLJ,0,MCG,0
EYK,0,VKO,0
NCU,0,VKO,0
NUX,0,TJM,0
NUX,0,UFA,0
NUX,0,VKO,0
NYM,0,OVS,0
NYM,0,VKO,0
OVS,0,NYM,0
OVS,0,SVX,0
OVS,0,VKO,0
SVX,0,OVS,0
TJM,0,NUX,0
UCT,0,VKO,0
UFA,0,NUX,0
VKO,0,EYK,0
VKO,0,NCU,0
VKO,0,NUX,0
VKO,0,NYM,0
VKO,0,OVS,0
VKO,0,UCT,0
BKK,0,DAC,0
BZL,0,DAC,0
CCU,0,CGP,0
CCU,0,DAC,0
CGP,0,CCU,0
CGP,0,DAC,0
CGP,0,MCT,0
CXB,0,DAC,0
DAC,0,BKK,0
DAC,0,BZL,0
DAC,0,CCU,0
DAC,0,CGP,0
DAC,0,CXB,0
DAC,0,DXB,0
DAC,0,JED,0
DAC,0,JSR,0
DAC,0,KTM,0
DAC,0,KUL,0
DAC,0,MCT,0
DAC,0,SPD,0
DAC,0,ZYL,0
DXB,0,DAC,0
JED,0,DAC,0
JSR,0,DAC,0
KTM,0,DAC,0
KUL,0,DAC,0
MCT,0,CGP,0
MCT,0,DAC,0
RJH,0,DAC,0
SPD,0,DAC,0
SPD,0,RJH,0
ZYL,0,DAC,0
YGZ,0,YRB,0
YRB,0,YGZ,0
DFW,0,EZE,0
EZE,0,DFW,0
EZE,0,JFK,0
EZE,0,MIA,0
EZE,0,PUJ,0
JFK,0,EZE,0
MIA,0,EZE,0
MIA,0,PUJ,0
PUJ,0,EZE,0
PUJ,0,MIA,0
YEG,0,YXY,0
YLW,0,YVR,0
YLW,0,YXY,0
YOW,0,YZF,0
YVR,0,YLW,0
YVR,0,YXY,0
YXY,0,YLW,0
YXY,0,YVR,0
YXY,0,YYC,0
YXY,0,YZF,0
YYC,0,YEG,0
YZF,0,YOW,0
YZF,0,YXY,0
ACA,0,MEX,0
